12, 0, 16, 160, 151, 230
12, 1, 44, 115, 131, 156
15, 0, 14, 203, 130, 229
15, 1, 125, 129, 145, 199
18, 0, 17, 177, 150, 227
18, 1, 65, 118, 134, 154
21, 0, 55, 117, 134, 134
21, 1, 112, 152, 152, 225
24, 0, 15, 205, 121, 221
24, 1, 51, 115, 156, 207
24, 2, 223, 213, 301, 225
27, 0, 15, 92, 142, 170
27, 1, 17, 181, 135, 219
27, 2, 257, 205, 306, 226
30, 0, 35, 202, 77, 218
30, 1, 33, 86, 158, 174
30, 2, 237, 211, 306, 226
33, 0, 16, 171, 306, 226
33, 1, 25, 108, 158, 174
36, 0, 34, 85, 152, 194
36, 1, 48, 198, 91, 212
36, 2, 232, 192, 307, 225
39, 0, 17, 110, 156, 208
39, 1, 222, 188, 308, 227
42, 0, 26, 104, 105, 122
42, 1, 30, 178, 98, 204
42, 2, 147, 115, 156, 185
42, 3, 222, 191, 309, 228
45, 0, 26, 161, 93, 199
45, 1, 150, 157, 156, 181
45, 2, 151, 111, 158, 154
45, 3, 223, 196, 306, 230
48, 0, 154, 116, 162, 149
48, 1, 261, 193, 309, 230
51, 0, 32, 99, 109, 171
51, 1, 151, 107, 166, 182
51, 2, 242, 212, 308, 227
54, 0, 36, 95, 106, 172
54, 1, 89, 107, 168, 221
54, 2, 257, 193, 307, 229
57, 0, 28, 181, 136, 223
57, 1, 160, 106, 169, 173
57, 2, 256, 188, 311, 229
60, 0, 164, 107, 173, 173
60, 1, 257, 203, 308, 228
63, 0, 12, 90, 113, 124
63, 1, 51, 161, 120, 182
63, 2, 165, 102, 176, 173
63, 3, 255, 200, 305, 227
66, 0, 51, 90, 108, 173
66, 1, 167, 101, 177, 168
66, 2, 261, 188, 308, 227
69, 0, 16, 86, 179, 169
69, 1, 218, 188, 310, 227
72, 0, 172, 93, 181, 164
72, 1, 224, 200, 309, 230
75, 0, 15, 90, 185, 160
75, 1, 64, 214, 88, 220
75, 2, 233, 191, 307, 228
78, 0, 68, 212, 97, 222
78, 1, 133, 93, 185, 159
78, 2, 232, 198, 308, 229
81, 0, 10, 108, 18, 143
81, 1, 77, 206, 88, 218
81, 2, 230, 188, 310, 228
84, 0, 181, 83, 190, 126
84, 1, 182, 135, 184, 159
84, 2, 262, 194, 310, 226
87, 0, 11, 104, 17, 138
87, 1, 178, 84, 192, 159
87, 2, 263, 203, 309, 230
90, 0, 261, 186, 306, 230
93, 0, 263, 201, 307, 230
96, 0, 10, 110, 16, 135
96, 1, 12, 199, 184, 225
96, 2, 149, 88, 308, 230
99, 0, 10, 105, 17, 144
99, 1, 17, 189, 43, 209
99, 2, 91, 108, 308, 224
102, 0, 13, 29, 88, 152
102, 1, 230, 157, 311, 219
105, 0, 12, 125, 19, 140
105, 1, 22, 189, 102, 228
105, 2, 234, 158, 309, 222
