10, 0, 67, 193, 235, 310
10, 1, 316, 38, 412, 280
10, 2, 516, 178, 849, 334
10, 3, 757, 78, 926, 215
10, 4, 954, 32, 1064, 107
11, 0, 20, 190, 175, 332
11, 1, 269, 19, 1005, 347
11, 2, 1063, 27, 1119, 91
12, 0, 184, 185, 362, 299
12, 1, 295, 18, 684, 183
12, 2, 400, 234, 766, 341
12, 3, 594, 184, 704, 254
12, 4, 834, 42, 1023, 220
13, 0, 256, 19, 422, 211
13, 1, 190, 224, 534, 326
13, 2, 595, 206, 787, 345
13, 3, 828, 157, 1010, 283
13, 4, 794, 39, 1191, 149
14, 0, 189, 34, 783, 337
14, 1, 96, 222, 405, 343
14, 2, 632, 184, 749, 234
14, 3, 880, 38, 1090, 290
15, 0, 105, 42, 575, 334
15, 1, 516, 38, 755, 182
15, 2, 518, 181, 640, 233
15, 3, 907, 55, 1080, 244
15, 4, 888, 50, 948, 139
16, 0, 191, 28, 842, 340
16, 1, 925, 11, 1017, 108
16, 2, 912, 78, 1115, 276
17, 0, 85, 25, 832, 310
17, 1, 919, 55, 1005, 128
17, 2, 1019, 16, 1107, 229
18, 0, 97, 24, 854, 363
18, 1, 922, 57, 999, 223
18, 2, 1010, 74, 1161, 242
19, 0, 57, 19, 848, 346
19, 1, 930, 48, 997, 120
19, 2, 1055, 84, 1202, 285
20, 0, 51, 15, 933, 361
20, 1, 931, 47, 1048, 121
20, 2, 1018, 76, 1192, 216
21, 0, 35, 14, 961, 352
21, 1, 876, 43, 1129, 147
21, 2, 1008, 139, 1186, 216
22, 0, 49, 157, 303, 353
22, 1, 71, 49, 232, 227
22, 2, 215, 14, 982, 361
22, 3, 883, 42, 1087, 139
22, 4, 1049, 77, 1208, 223
23, 0, 35, 209, 281, 341
23, 1, 186, 13, 1208, 329
23, 2, 940, 34, 1109, 131
24, 0, 40, 208, 52, 241
24, 1, 76, 292, 297, 349
24, 2, 67, 43, 158, 231
24, 3, 176, 14, 1074, 303
24, 4, 559, 41, 1188, 341
25, 0, 151, 16, 1199, 333
25, 1, 433, 277, 864, 352
26, 0, 66, 210, 285, 345
26, 1, 46, 16, 1178, 358
