57, 0, 0, 120, 51, 211
60, 0, 0, 90, 81, 231
63, 0, 0, 50, 131, 231
66, 0, 0, 60, 151, 231
66, 1, 70, 60, 101, 71
69, 0, 20, 60, 181, 231
72, 0, 0, 80, 261, 231
75, 0, 0, 70, 261, 231
78, 0, 30, 60, 261, 231
81, 0, 100, 50, 311, 231
81, 1, 110, 70, 251, 111
84, 0, 120, 40, 311, 231
84, 1, 190, 70, 231, 81
87, 0, 140, 0, 311, 231
90, 0, 150, 0, 311, 231
90, 1, 230, 10, 311, 71
93, 0, 150, 0, 311, 231
93, 1, 200, 0, 311, 51
96, 0, 110, 0, 311, 231
99, 0, 0, 0, 311, 231
102, 0, 60, 0, 311, 231
105, 0, 10, 0, 311, 231
108, 0, 0, 0, 311, 231
111, 0, 0, 0, 311, 231
114, 0, 0, 20, 311, 231
117, 0, 0, 20, 311, 231
120, 0, 0, 50, 311, 231
120, 1, 0, 60, 101, 61
120, 2, 210, 110, 311, 191
123, 0, 0, 80, 141, 141
123, 1, 210, 120, 311, 231
126, 0, 0, 80, 211, 231
129, 0, 0, 70, 311, 231
129, 1, 0, 80, 41, 91
129, 2, 220, 120, 311, 201
132, 0, 0, 60, 311, 231
132, 1, 210, 110, 311, 171
135, 0, 0, 50, 311, 231
138, 0, 0, 30, 311, 231
138, 1, 260, 70, 301, 81
141, 0, 0, 0, 311, 231
144, 0, 0, 0, 311, 231
144, 1, 90, 0, 171, 11
144, 2, 120, 0, 211, 21
144, 3, 230, 50, 311, 101
147, 0, 40, 0, 311, 231
150, 0, 80, 0, 311, 231
150, 1, 110, 10, 131, 41
153, 0, 80, 0, 311, 231
156, 0, 0, 0, 311, 231
159, 0, 0, 0, 311, 231
159, 1, 230, 0, 311, 21
159, 2, 110, 20, 151, 31
162, 0, 260, 0, 311, 141
162, 1, 0, 10, 211, 231
162, 2, 20, 40, 71, 91
165, 0, 0, 10, 181, 231
168, 0, 0, 0, 151, 231
171, 0, 0, 0, 131, 231
171, 1, 0, 20, 41, 81
174, 0, 0, 0, 101, 231
174, 1, 40, 120, 111, 131
177, 0, 0, 40, 81, 231
180, 0, 0, 50, 51, 141
201, 0, 0, 60, 71, 231
204, 0, 0, 50, 101, 231
204, 1, 10, 50, 51, 61
207, 0, 0, 40, 141, 231
210, 0, 0, 40, 181, 231
210, 1, 100, 40, 131, 71
213, 0, 0, 40, 201, 231
216, 0, 0, 60, 301, 231
216, 1, 70, 70, 131, 111
216, 2, 170, 80, 211, 111
219, 0, 300, 40, 311, 101
219, 1, 0, 50, 311, 231
222, 0, 0, 20, 311, 231
222, 1, 60, 80, 111, 101
225, 0, 120, 0, 311, 231
228, 0, 130, 0, 311, 231
228, 1, 190, 0, 311, 51
231, 0, 100, 0, 311, 231
231, 1, 170, 0, 311, 31
234, 0, 0, 0, 311, 231
237, 0, 0, 0, 311, 231
240, 0, 0, 0, 311, 231
243, 0, 0, 30, 311, 231
243, 1, 280, 170, 311, 221
246, 0, 0, 40, 311, 231
246, 1, 270, 160, 311, 181
249, 0, 0, 10, 311, 231
252, 0, 0, 0, 311, 231
255, 0, 60, 0, 311, 231
255, 1, 180, 0, 311, 51
255, 2, 90, 10, 161, 31
258, 0, 80, 0, 311, 231
258, 1, 280, 0, 311, 41
261, 0, 90, 0, 311, 231
264, 0, 70, 0, 301, 231
267, 0, 60, 0, 311, 231
267, 1, 140, 0, 301, 51
267, 2, 220, 0, 291, 21
270, 0, 40, 0, 311, 231
270, 1, 270, 0, 291, 21
273, 0, 40, 0, 311, 231
276, 0, 0, 0, 181, 231
276, 1, 90, 0, 311, 191
276, 2, 130, 20, 171, 31
279, 0, 0, 0, 261, 231
279, 1, 160, 0, 201, 31
282, 0, 0, 0, 201, 231
285, 0, 0, 0, 181, 231
288, 0, 0, 10, 161, 231
291, 0, 0, 10, 161, 231
294, 0, 0, 30, 151, 231
294, 1, 70, 30, 111, 51
297, 0, 0, 40, 151, 231
297, 1, 0, 50, 41, 71
300, 0, 0, 80, 141, 231
303, 0, 0, 120, 101, 231
306, 0, 0, 140, 91, 231
309, 0, 0, 180, 81, 231
312, 0, 0, 180, 51, 211
