4, 0, 484, 179, 716, 301
5, 0, 546, 180, 761, 300
6, 0, 537, 179, 771, 300
7, 0, 515, 181, 771, 300
8, 0, 658, 222, 775, 282
9, 0, 569, 182, 793, 282
10, 0, 696, 203, 807, 282
13, 0, 791, 176, 915, 268
16, 0, 856, 160, 956, 284
17, 0, 799, 159, 973, 285
18, 0, 871, 163, 990, 284
19, 0, 799, 175, 1006, 283
20, 0, 892, 159, 1013, 259
21, 0, 841, 177, 1014, 281
22, 0, 931, 177, 1036, 260
23, 0, 950, 160, 1057, 282
24, 0, 921, 159, 1076, 286
25, 0, 955, 158, 1087, 261
26, 0, 940, 156, 1093, 282
27, 0, 967, 157, 1103, 262
29, 0, 991, 157, 1150, 260
33, 0, 1059, 179, 1184, 261
34, 0, 1079, 199, 1188, 260
35, 0, 1051, 220, 1174, 260
36, 0, 1087, 208, 1209, 260
37, 0, 1104, 213, 1225, 260
55, 0, 474, 179, 514, 201
